date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:41:10	14752/14752	---M--	200	added ('OK')	image/png	etag:%225c24a8eb-39a0%22	https://slowly.app/wp-content/themes/slowly/assets/img/google-play.png	D:/NEW/yo/DHAWNTARI1/slowly.app/wp-content/themes/slowly/assets/img/google-play.png	(from https://slowly.app/en/)
17:41:10	2717/2717	---M--	200	added ('OK')	image/png	etag:%2259ce2922-a9d%22	https://slowly.app/wp-content/themes/slowly/assets/img/welcome-sm-bg.png	D:/NEW/yo/DHAWNTARI1/slowly.app/wp-content/themes/slowly/assets/img/welcome-sm-bg.png	(from https://slowly.app/en/)
17:41:11	57949/57949	---M--	200	added ('OK')	image/png	etag:%2259ce2928-e25d%22	https://slowly.app/wp-content/themes/slowly/assets/img/welcome-phone-v2.png	D:/NEW/yo/DHAWNTARI1/slowly.app/wp-content/themes/slowly/assets/img/welcome-phone-v2.png	(from https://slowly.app/en/)
17:41:11	104427/104427	---M--	200	added ('OK')	image/png	etag:%225c84bb0e-197eb%22	https://slowly.app/wp-content/themes/slowly/assets/img/ui-1-en.png?v=2	D:/NEW/yo/DHAWNTARI1/slowly.app/wp-content/themes/slowly/assets/img/ui-1-en5e1f.png	(from https://slowly.app/en/)
17:41:11	162518/162518	---M--	200	added ('OK')	image/png	etag:%225c84bb0f-27ad6%22	https://slowly.app/wp-content/themes/slowly/assets/img/ui-2-en.png?v=2	D:/NEW/yo/DHAWNTARI1/slowly.app/wp-content/themes/slowly/assets/img/ui-2-en5e1f.png	(from https://slowly.app/en/)
17:41:11	167370/167370	---M--	200	added ('OK')	image/png	etag:%225c84bb0f-28dca%22	https://slowly.app/wp-content/themes/slowly/assets/img/ui-3-en.png?v=2	D:/NEW/yo/DHAWNTARI1/slowly.app/wp-content/themes/slowly/assets/img/ui-3-en5e1f.png	(from https://slowly.app/en/)
17:41:12	78099/78099	---M--	200	added ('OK')	image/png	etag:%2259ce2929-13113%22	https://slowly.app/wp-content/themes/slowly/assets/img/it-takes-time.png	D:/NEW/yo/DHAWNTARI1/slowly.app/wp-content/themes/slowly/assets/img/it-takes-time.png	(from https://slowly.app/en/)
17:41:12	153627/153627	---M--	200	added ('OK')	image/png	etag:%225c7a5b38-2581b%22	https://slowly.app/wp-content/themes/slowly/assets/img/avatars-v2.png	D:/NEW/yo/DHAWNTARI1/slowly.app/wp-content/themes/slowly/assets/img/avatars-v2.png	(from https://slowly.app/en/)
17:41:12	59502/59502	---M--	200	added ('OK')	image/png	etag:%2259ce2923-e86e%22	https://slowly.app/wp-content/themes/slowly/assets/img/writing-letter.png	D:/NEW/yo/DHAWNTARI1/slowly.app/wp-content/themes/slowly/assets/img/writing-letter.png	(from https://slowly.app/en/)
17:41:12	32673/32673	---M--	200	added ('OK')	image/png	etag:%225a5adfb3-7fa1%22	https://slowly.app/wp-content/themes/slowly/assets/img/share-photos-on-slowly.png	D:/NEW/yo/DHAWNTARI1/slowly.app/wp-content/themes/slowly/assets/img/share-photos-on-slowly.png	(from https://slowly.app/en/)
17:41:12	61126/61126	---M--	200	added ('OK')	image/png	etag:%2259ce2920-eec6%22	https://slowly.app/wp-content/themes/slowly/assets/img/collecting-stamps.png	D:/NEW/yo/DHAWNTARI1/slowly.app/wp-content/themes/slowly/assets/img/collecting-stamps.png	(from https://slowly.app/en/)
17:41:13	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Jan%202023%2012:11:11%20GMT	https://slowly.app/en/story/jackiemoonie	D:/NEW/yo/DHAWNTARI1/slowly.app/en/story/jackiemoonie	(from https://slowly.app/en/)
17:41:13	32208/32208	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2009:19:09%20GMT	https://slowly.app/en/story/jackiemoonie/	D:/NEW/yo/DHAWNTARI1/slowly.app/en/story/jackiemoonie/index.html	(from https://slowly.app/en/)
17:41:13	10506/10506	---M--	200	added ('OK')	image/jpeg	etag:%22612e5b50-290a%22	https://slowly.app/wp-content/uploads/2021/08/Jackiemoonie-150x150.jpg	D:/NEW/yo/DHAWNTARI1/slowly.app/wp-content/uploads/2021/08/Jackiemoonie-150x150.jpg	(from https://slowly.app/en/)
17:41:14	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Jan%202023%2012:11:12%20GMT	https://slowly.app/en/story/moominmadness	D:/NEW/yo/DHAWNTARI1/slowly.app/en/story/moominmadness	(from https://slowly.app/en/)
17:41:14	5945/5945	---M--	200	added ('OK')	image/jpeg	etag:%22612e5b48-1739%22	https://slowly.app/wp-content/uploads/2021/08/moominmadness-150x150.jpg	D:/NEW/yo/DHAWNTARI1/slowly.app/wp-content/uploads/2021/08/moominmadness-150x150.jpg	(from https://slowly.app/en/)
17:41:14	31706/31706	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2009:19:09%20GMT	https://slowly.app/en/story/moominmadness/	D:/NEW/yo/DHAWNTARI1/slowly.app/en/story/moominmadness/index.html	(from https://slowly.app/en/)
17:41:14	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Jan%202023%2012:11:13%20GMT	https://slowly.app/en/story/felipe	D:/NEW/yo/DHAWNTARI1/slowly.app/en/story/felipe	(from https://slowly.app/en/)
17:41:15	21118/21118	---M--	200	added ('OK')	image/png	etag:%22612e5b58-527e%22	https://slowly.app/wp-content/uploads/2021/08/Felipe-150x150.png	D:/NEW/yo/DHAWNTARI1/slowly.app/wp-content/uploads/2021/08/Felipe-150x150.png	(from https://slowly.app/en/)
17:41:15	29621/29621	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2006:35:48%20GMT	https://slowly.app/en/story/felipe/	D:/NEW/yo/DHAWNTARI1/slowly.app/en/story/felipe/index.html	(from https://slowly.app/en/)
17:41:15	31226/31226	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2009:20:00%20GMT	https://slowly.app/en/story/featured/	D:/NEW/yo/DHAWNTARI1/slowly.app/en/story/featured/index.html	(from https://slowly.app/en/)
17:41:15	23979/23979	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2009:20:00%20GMT	https://slowly.app/en/blog/	D:/NEW/yo/DHAWNTARI1/slowly.app/en/blog/index.html	(from https://slowly.app/en/)
17:41:16	36315/36315	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2008:13:18%20GMT	https://slowly.app/en/release-notes/	D:/NEW/yo/DHAWNTARI1/slowly.app/en/release-notes/index.html	(from https://slowly.app/en/)
17:41:16	24808/24808	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2009:19:59%20GMT	https://slowly.app/en/safety-tips/	D:/NEW/yo/DHAWNTARI1/slowly.app/en/safety-tips/index.html	(from https://slowly.app/en/)
17:41:16	99465/99465	---M--	200	added ('OK')	image/jpeg	etag:%226119d40f-18489%22	https://slowly.app/wp-content/uploads/2021/08/Jackiemoonie.jpg	D:/NEW/yo/DHAWNTARI1/slowly.app/wp-content/uploads/2021/08/Jackiemoonie.jpg	(from https://slowly.app/en/story/jackiemoonie/)
17:41:16	21684/21684	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2008:50:58%20GMT	https://slowly.app/en/contact-us/	D:/NEW/yo/DHAWNTARI1/slowly.app/en/contact-us/index.html	(from https://slowly.app/en/)
17:41:16	118/118	---MC-	401	error ('Unauthorized')	application/json	date:Tue,%2031%20Jan%202023%2012:11:15%20GMT	https://slowly.app/en/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fslowly.app%2Fen%2Fstory%2Fjackiemoonie%2F	D:/NEW/yo/DHAWNTARI1/slowly.app/en/wp-json/oembed/1.0/embede8f1	(from https://slowly.app/en/story/jackiemoonie/)
17:41:16	42684/42684	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2006:55:52%20GMT	https://slowly.app/en/terms/	D:/NEW/yo/DHAWNTARI1/slowly.app/en/terms/index.html	(from https://slowly.app/en/)
17:41:17	177/177	---MC-	401	error ('Unauthorized')	text/xml	date:Tue,%2031%20Jan%202023%2012:11:15%20GMT	https://slowly.app/en/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fslowly.app%2Fen%2Fstory%2Fjackiemoonie%2F&format=xml	D:/NEW/yo/DHAWNTARI1/slowly.app/en/wp-json/oembed/1.0/embed4ede	(from https://slowly.app/en/story/jackiemoonie/)
17:41:17	41505/41505	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2011:28:23%20GMT	https://slowly.app/en/privacy/	D:/NEW/yo/DHAWNTARI1/slowly.app/en/privacy/index.html	(from https://slowly.app/en/)
17:41:17	37175/37175	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2008:28:06%20GMT	https://slowly.app/en/credits/	D:/NEW/yo/DHAWNTARI1/slowly.app/en/credits/index.html	(from https://slowly.app/en/)
17:41:17	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Jan%202023%2012:11:16%20GMT	https://slowly.app/en/tag/connection	D:/NEW/yo/DHAWNTARI1/slowly.app/en/tag/connection	(from https://slowly.app/en/story/jackiemoonie/)
17:41:17	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Jan%202023%2012:11:16%20GMT	https://slowly.app/en/?p=4740	D:/NEW/yo/DHAWNTARI1/slowly.app/en/index2049.html	(from https://slowly.app/en/story/jackiemoonie/)
17:41:18	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Jan%202023%2012:11:16%20GMT	https://slowly.app/en/tag/friendship	D:/NEW/yo/DHAWNTARI1/slowly.app/en/tag/friendship	(from https://slowly.app/en/story/jackiemoonie/)
17:41:18	29026/29026	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2011:33:16%20GMT	https://slowly.app/en/story/	D:/NEW/yo/DHAWNTARI1/slowly.app/en/story/index.html	(from https://slowly.app/en/story/jackiemoonie/)
17:41:18	28833/28833	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2012:11:16%20GMT	https://slowly.app/en/tag/connection/	D:/NEW/yo/DHAWNTARI1/slowly.app/en/tag/connection/index.html	(from https://slowly.app/en/story/jackiemoonie/)
17:41:18	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Jan%202023%2012:11:16%20GMT	https://slowly.app/en/tag/self-love	D:/NEW/yo/DHAWNTARI1/slowly.app/en/tag/self-love	(from https://slowly.app/en/story/jackiemoonie/)
17:41:18	28625/28625	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2006:14:20%20GMT	https://slowly.app/en/tag/friendship/	D:/NEW/yo/DHAWNTARI1/slowly.app/en/tag/friendship/index.html	(from https://slowly.app/en/story/jackiemoonie/)
17:41:19	29057/29057	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2012:11:17%20GMT	https://slowly.app/en/tag/self-love/	D:/NEW/yo/DHAWNTARI1/slowly.app/en/tag/self-love/index.html	(from https://slowly.app/en/story/jackiemoonie/)
17:41:19	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Jan%202023%2012:11:17%20GMT	https://slowly.app/en/tag/united-states	D:/NEW/yo/DHAWNTARI1/slowly.app/en/tag/united-states	(from https://slowly.app/en/story/jackiemoonie/)
17:41:19	75599/75599	---M--	200	added ('OK')	image/png	etag:%2261975c42-1274f%22	https://slowly.app/wp-content/uploads/2021/10/Selcouthsunflower27-980x500.png	D:/NEW/yo/DHAWNTARI1/slowly.app/wp-content/uploads/2021/10/Selcouthsunflower27-980x500.png	(from https://slowly.app/en/story/jackiemoonie/)
17:41:19	29338/29338	---MCZ	200	added ('OK')	text/html	date:Mon,%2030%20Jan%202023%2022:40:47%20GMT	https://slowly.app/en/tag/united-states/	D:/NEW/yo/DHAWNTARI1/slowly.app/en/tag/united-states/index.html	(from https://slowly.app/en/story/jackiemoonie/)
17:41:19	96426/96426	---M--	200	added ('OK')	image/jpeg	etag:%225d43b960-178aa%22	https://slowly.app/wp-content/uploads/2019/08/sora.jpg	D:/NEW/yo/DHAWNTARI1/slowly.app/wp-content/uploads/2019/08/sora.jpg	(from https://slowly.app/en/story/jackiemoonie/)
17:41:20	32661/32661	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2004:19:00%20GMT	https://slowly.app/en/story/selcouthsunflower27/	D:/NEW/yo/DHAWNTARI1/slowly.app/en/story/selcouthsunflower27/index.html	(from https://slowly.app/en/story/jackiemoonie/)
17:41:20	40095/40095	---M--	200	added ('OK')	image/jpeg	etag:%226119d022-9c9f%22	https://slowly.app/wp-content/uploads/2021/08/moominmadness.jpg	D:/NEW/yo/DHAWNTARI1/slowly.app/wp-content/uploads/2021/08/moominmadness.jpg	(from https://slowly.app/en/story/moominmadness/)
17:41:20	32059/32059	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2001:09:07%20GMT	https://slowly.app/en/story/sora/	D:/NEW/yo/DHAWNTARI1/slowly.app/en/story/sora/index.html	(from https://slowly.app/en/story/jackiemoonie/)
17:41:20	17115/17115	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2002:37:34%20GMT	https://slowly.app/en/submit-your-story/	D:/NEW/yo/DHAWNTARI1/slowly.app/en/submit-your-story/index.html	(from https://slowly.app/en/story/jackiemoonie/)
17:41:20	118/118	---MC-	401	error ('Unauthorized')	application/json	date:Tue,%2031%20Jan%202023%2012:11:19%20GMT	https://slowly.app/en/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fslowly.app%2Fen%2Fstory%2Fmoominmadness%2F	D:/NEW/yo/DHAWNTARI1/slowly.app/en/wp-json/oembed/1.0/embedb72d	(from https://slowly.app/en/story/moominmadness/)
17:41:20	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Jan%202023%2012:11:19%20GMT	https://slowly.app/en/?p=4703	D:/NEW/yo/DHAWNTARI1/slowly.app/en/indexebc9.html	(from https://slowly.app/en/story/moominmadness/)
17:41:21	177/177	---MC-	401	error ('Unauthorized')	text/xml	date:Tue,%2031%20Jan%202023%2012:11:19%20GMT	https://slowly.app/en/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fslowly.app%2Fen%2Fstory%2Fmoominmadness%2F&format=xml	D:/NEW/yo/DHAWNTARI1/slowly.app/en/wp-json/oembed/1.0/embede5fd	(from https://slowly.app/en/story/moominmadness/)
17:41:21	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Jan%202023%2012:11:19%20GMT	https://slowly.app/en/tag/covid-19	D:/NEW/yo/DHAWNTARI1/slowly.app/en/tag/covid-19	(from https://slowly.app/en/story/moominmadness/)
17:41:21	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Jan%202023%2012:11:20%20GMT	https://slowly.app/en/tag/cultural-differences	D:/NEW/yo/DHAWNTARI1/slowly.app/en/tag/cultural-differences	(from https://slowly.app/en/story/moominmadness/)
17:41:22	28856/28856	---MCZ	200	added ('OK')	text/html	date:Mon,%2030%20Jan%202023%2022:59:46%20GMT	https://slowly.app/en/tag/covid-19/	D:/NEW/yo/DHAWNTARI1/slowly.app/en/tag/covid-19/index.html	(from https://slowly.app/en/story/moominmadness/)
17:41:22	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Jan%202023%2012:11:20%20GMT	https://slowly.app/en/tag/self-discovery	D:/NEW/yo/DHAWNTARI1/slowly.app/en/tag/self-discovery	(from https://slowly.app/en/story/moominmadness/)
17:41:22	30193/30193	---MCZ	200	added ('OK')	text/html	date:Mon,%2030%20Jan%202023%2019:23:59%20GMT	https://slowly.app/en/tag/cultural-differences/	D:/NEW/yo/DHAWNTARI1/slowly.app/en/tag/cultural-differences/index.html	(from https://slowly.app/en/story/moominmadness/)
17:41:22	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Jan%202023%2012:11:21%20GMT	https://slowly.app/en/tag/united-kingdom	D:/NEW/yo/DHAWNTARI1/slowly.app/en/tag/united-kingdom	(from https://slowly.app/en/story/moominmadness/)
17:41:22	22391/22391	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2012:11:21%20GMT	https://slowly.app/en/tag/self-discovery/	D:/NEW/yo/DHAWNTARI1/slowly.app/en/tag/self-discovery/index.html	(from https://slowly.app/en/story/moominmadness/)
17:41:22	14302/14302	---M--	200	added ('OK')	image/png	etag:%226114a0c7-37de%22	https://slowly.app/wp-content/uploads/2021/08/coffeeloverph.png	D:/NEW/yo/DHAWNTARI1/slowly.app/wp-content/uploads/2021/08/coffeeloverph.png	(from https://slowly.app/en/story/moominmadness/)
17:41:23	33173/33173	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2010:21:09%20GMT	https://slowly.app/en/story/coffeeloverph-2/	D:/NEW/yo/DHAWNTARI1/slowly.app/en/story/coffeeloverph-2/index.html	(from https://slowly.app/en/story/moominmadness/)
17:41:23	130156/130156	---M--	200	added ('OK')	image/png	etag:%22612e02ef-1fc6c%22	https://slowly.app/wp-content/uploads/2021/08/Felipe.png	D:/NEW/yo/DHAWNTARI1/slowly.app/wp-content/uploads/2021/08/Felipe.png	(from https://slowly.app/en/story/felipe/)
17:41:23	29142/29142	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2002:30:38%20GMT	https://slowly.app/en/tag/united-kingdom/	D:/NEW/yo/DHAWNTARI1/slowly.app/en/tag/united-kingdom/index.html	(from https://slowly.app/en/story/moominmadness/)
17:41:23	118/118	---MC-	401	error ('Unauthorized')	application/json	date:Tue,%2031%20Jan%202023%2012:11:21%20GMT	https://slowly.app/en/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fslowly.app%2Fen%2Fstory%2Ffelipe%2F	D:/NEW/yo/DHAWNTARI1/slowly.app/en/wp-json/oembed/1.0/embedc758	(from https://slowly.app/en/story/felipe/)
17:41:23	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Jan%202023%2012:11:22%20GMT	https://slowly.app/en/?p=4747	D:/NEW/yo/DHAWNTARI1/slowly.app/en/index946e.html	(from https://slowly.app/en/story/felipe/)
17:41:23	177/177	---MC-	401	error ('Unauthorized')	text/xml	date:Tue,%2031%20Jan%202023%2012:11:22%20GMT	https://slowly.app/en/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fslowly.app%2Fen%2Fstory%2Ffelipe%2F&format=xml	D:/NEW/yo/DHAWNTARI1/slowly.app/en/wp-json/oembed/1.0/embed3ad0	(from https://slowly.app/en/story/felipe/)
17:41:24	44061/44061	---M--	200	added ('OK')	image/jpeg	etag:%225ffc1588-ac1d%22	https://slowly.app/wp-content/uploads/2021/01/tsengyn.jpg	D:/NEW/yo/DHAWNTARI1/slowly.app/wp-content/uploads/2021/01/tsengyn.jpg	(from https://slowly.app/en/story/felipe/)
17:41:24	62379/62379	---M--	200	added ('OK')	image/png	etag:%22621c8839-f3ab%22	https://slowly.app/wp-content/uploads/2021/12/SilentWoods-980x500.png	D:/NEW/yo/DHAWNTARI1/slowly.app/wp-content/uploads/2021/12/SilentWoods-980x500.png	(from https://slowly.app/en/story/felipe/)
17:41:24	31361/31361	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2006:21:03%20GMT	https://slowly.app/en/story/tseng-y-n/	D:/NEW/yo/DHAWNTARI1/slowly.app/en/story/tseng-y-n/index.html	(from https://slowly.app/en/story/felipe/)
17:41:25	31810/31810	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2006:36:18%20GMT	https://slowly.app/en/story/silentwoods/	D:/NEW/yo/DHAWNTARI1/slowly.app/en/story/silentwoods/index.html	(from https://slowly.app/en/story/felipe/)
17:41:25	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Jan%202023%2012:11:23%20GMT	https://slowly.app/en/story	D:/NEW/yo/DHAWNTARI1/slowly.app/en/story	(from https://slowly.app/en/story/featured/)
17:41:25	38896/38896	---MC-	200	added ('OK')	application/rss+xml	etag:%22dfc662c82c964b1b0ff8d8eb488d65a9%22	https://slowly.app/en/story/featured/feed/	D:/NEW/yo/DHAWNTARI1/slowly.app/en/story/featured/feed/index.html	(from https://slowly.app/en/story/featured/)
17:41:25	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Jan%202023%2012:11:23%20GMT	https://slowly.app/en/story/featured	D:/NEW/yo/DHAWNTARI1/slowly.app/en/story/featured	(from https://slowly.app/en/story/featured/)
17:41:25	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Jan%202023%2012:11:24%20GMT	https://slowly.app/en/tag/experience	D:/NEW/yo/DHAWNTARI1/slowly.app/en/tag/experience	(from https://slowly.app/en/story/featured/)
17:41:26	28709/28709	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2012:11:24%20GMT	https://slowly.app/en/tag/experience/	D:/NEW/yo/DHAWNTARI1/slowly.app/en/tag/experience/index.html	(from https://slowly.app/en/story/featured/)
17:41:26	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Jan%202023%2012:11:24%20GMT	https://slowly.app/en/tag/communication	D:/NEW/yo/DHAWNTARI1/slowly.app/en/tag/communication	(from https://slowly.app/en/story/featured/)
17:41:26	29358/29358	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2012:09:00%20GMT	https://slowly.app/en/tag/communication/	D:/NEW/yo/DHAWNTARI1/slowly.app/en/tag/communication/index.html	(from https://slowly.app/en/story/featured/)
17:41:26	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Jan%202023%2012:11:25%20GMT	https://slowly.app/en/tag/writing	D:/NEW/yo/DHAWNTARI1/slowly.app/en/tag/writing	(from https://slowly.app/en/story/featured/)
17:41:27	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Jan%202023%2012:11:25%20GMT	https://slowly.app/en/tag/soulmates	D:/NEW/yo/DHAWNTARI1/slowly.app/en/tag/soulmates	(from https://slowly.app/en/story/featured/)
17:41:27	28934/28934	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2005:09:45%20GMT	https://slowly.app/en/tag/writing/	D:/NEW/yo/DHAWNTARI1/slowly.app/en/tag/writing/index.html	(from https://slowly.app/en/story/featured/)
17:41:27	28936/28936	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2006:02:46%20GMT	https://slowly.app/en/tag/soulmates/	D:/NEW/yo/DHAWNTARI1/slowly.app/en/tag/soulmates/index.html	(from https://slowly.app/en/story/featured/)
17:41:27	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Jan%202023%2012:11:25%20GMT	https://slowly.app/en/tag/language	D:/NEW/yo/DHAWNTARI1/slowly.app/en/tag/language	(from https://slowly.app/en/story/featured/)
17:41:27	28813/28813	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2010:36:12%20GMT	https://slowly.app/en/tag/language/	D:/NEW/yo/DHAWNTARI1/slowly.app/en/tag/language/index.html	(from https://slowly.app/en/story/featured/)
17:41:27	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Jan%202023%2012:11:26%20GMT	https://slowly.app/en/tag/india	D:/NEW/yo/DHAWNTARI1/slowly.app/en/tag/india	(from https://slowly.app/en/story/featured/)
17:41:28	28297/28297	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2007:16:04%20GMT	https://slowly.app/en/tag/india/	D:/NEW/yo/DHAWNTARI1/slowly.app/en/tag/india/index.html	(from https://slowly.app/en/story/featured/)
17:41:28	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Jan%202023%2012:11:26%20GMT	https://slowly.app/en/tag/brazil	D:/NEW/yo/DHAWNTARI1/slowly.app/en/tag/brazil	(from https://slowly.app/en/story/featured/)
17:41:28	28074/28074	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2012:11:27%20GMT	https://slowly.app/en/tag/brazil/	D:/NEW/yo/DHAWNTARI1/slowly.app/en/tag/brazil/index.html	(from https://slowly.app/en/story/featured/)
